budget;company;country;director;genre;gross;name;rating;released;runtime;score;star;votes;writer;year
0;Beijing Film Studio;China;Zhuangzhuang Tian;Drama;3559740;El papalote azul;Not specified;34418;100;77;Tian Yi;2170;Xiao Mao;1993
0;Atlantis Films;Canada;Denys Arcand;Drama;9537550;Love & Human Remains;R;34873;100;67;Thomas Gibson;2248;Brad Fraser;1993
0;Carrie Productions Inc.;USA;Tim Hunter;Drama;571150;The Saint of Fort Washington;R;34290;100;72;Danny Glover;2027;Lyle Kessler;1993
8000000;Full Crew/Say Yea;USA;Victor Nunez;Drama;10014370;Ruby in Paradise;R;34278;114;71;Ashley Judd;2137;Jane Austen;1993
250000000;Castle Rock Entertainment;USA;Frank Darabont;Crime;283414690;The Shawshank Redemption;R;34621;142;93;Tim Robbins;1861666;Stephen King;1994
80000000;Miramax;USA;Quentin Tarantino;Crime;1079287620;Pulp Fiction;R;34621;154;89;John Travolta;1456787;Quentin Tarantino;1994
550000000;Paramount Pictures;USA;Robert Zemeckis;Comedy;3302521820;Forrest Gump;PG-13;34521;142;88;Tom Hanks;1402876;Winston Groom;1994
0;Gaumont;France;Luc Besson;Crime;195012380;Léon: The Professional;R;34656;110;86;Jean Reno;806235;Luc Besson;1994
450000000;Walt Disney Pictures;USA;Roger Allers;Animation;3129000000;The Lion King;G;34509;88;85;Matthew Broderick;723070;Irene Mecchi;1994
600000000;Geffen Pictures;USA;Neil Jordan;Drama;1052646080;Interview with the Vampire: The Vampire Chronicles;R;34649;123;76;Brad Pitt;255095;Anne Rice;1994
300000000;The Mark Gordon Company;USA;Jan de Bont;Action;1212481450;Speed;R;34495;116;72;Keanu Reeves;279357;Graham Yost;1994
0;Universal Pictures;USA;Penelope Spheeris;Comedy;517649500;The Little Rascals;PG;34551;82;63;Travis Tedford;36665;Penelope Spheeris;1994
44000000;PolyGram Filmed Entertainment;UK;Mike Newell;Comedy;527008320;Four Weddings and a Funeral;R;34439;117;71;Hugh Grant;115440;Richard Curtis;1994
180000000;New Line Cinema;USA;Chuck Russell;Comedy;1199387300;The Mask;PG-13;34544;101;69;Jim Carrey;286352;Michael Fallon;1994
160000000;New Line Cinema;USA;Peter Farrelly;Comedy;1271753540;Dumb and Dumber;PG-13;34684;107;73;Jim Carrey;306934;Peter Farrelly;1994
340000000;Warner Bros.;USA;Oliver Stone;Crime;502827660;Natural Born Killers;R;34572;118;73;Woody Harrelson;185627;Quentin Tarantino;1994
300000000;TriStar Pictures;USA;Edward Zwick;Drama;666388830;Legends of the Fall;R;34712;133;75;Brad Pitt;121453;Susan Shilliday;1994
550000000;Canal+;France;Roland Emmerich;Action;715656690;Stargate: la puerta del tiempo;PG-13;34635;116;71;Kurt Russell;156375;Dean Devlin;1994
1150000000;Twentieth Century Fox Film Corporation;USA;James Cameron;Action;1462824110;True Lies;R;34530;141;72;Arnold Schwarzenegger;202934;Claude Zidi;1994
230000000;Crowvision Inc.;USA;Alex Proyas;Action;506931620;The Crow;R;34467;102;76;Brandon Lee;144969;James O'Barr;1994
120000000;Morgan Creek Productions;USA;Tom Shadyac;Comedy;722170000;Ace Ventura: Pet Detective;PG-13;34369;86;69;Jim Carrey;232964;Jack Bernstein;1994
630000000;Warner Bros.;USA;Lawrence Kasdan;Adventure;250520000;Wyatt Earp;PG-13;34509;191;67;Kevin Costner;38101;Dan Gordon;1994
460000000;Universal Pictures;USA;Brian Levant;Comedy;1305129150;The Flintstones;PG;34481;91;48;John Goodman;64538;Tom S. Parker;1994
0;Avnet/Kerner Productions;USA;Sam Weisman;Comedy;456104100;D2: The Mighty Ducks;PG;34418;106;60;Emilio Estevez;30231;Steven Brill;1994
115000000;Jersey Films;USA;Ben Stiller;Comedy;209825570;Reality Bites;PG-13;34383;99;66;Winona Ryder;38652;Helen Childress;1994
350000000;Paramount Pictures;USA;David Carson;Action;756688680;Star Trek: Generations;PG;34656;118;66;Patrick Stewart;64703;Gene Roddenberry;1994
180000000;Touchstone Pictures;USA;Tim Burton;Biography;58874570;Ed Wood;R;34614;127;79;Johnny Depp;149166;Rudolph Grey;1994
80000000;New Line Cinema;USA;Wes Craven;Fantasy;180901810;New Nightmare;R;34621;112;64;Heather Langenkamp;41464;Wes Craven;1994
2300000;View Askew Productions;USA;Kevin Smith;Comedy;31511300;Clerks;R;34647;92;78;Brian O'Halloran;190615;Kevin Smith;1994
450000000;TriStar Pictures;USA;Kenneth Branagh;Drama;220062960;Mary Shelley's Frankenstein;R;34642;123;64;Robert De Niro;44892;Mary Shelley;1994
620000000;Mace Neufeld Productions;USA;Phillip Noyce;Action;1221877170;Clear and Present Danger;PG-13;34549;141;69;Harrison Ford;74328;Tom Clancy;1994
150000000;Columbia Pictures Corporation;USA;Gillian Armstrong;Drama;500836160;Little Women;PG;34693;115;73;Susan Sarandon;39288;Louisa May Alcott;1994
400000000;Warner Bros.;USA;Donald Petrie;Comedy;380877560;Ri¢hie Ri¢h;PG;34689;95;53;Macaulay Culkin;53644;Neil Tolkin;1994
6000000;Genre Pictures;USA;Kim Henkel;Comedy;1416260;Texas Chainsaw Massacre: The Next Generation;R;34993;95;32;Renée Zellweger;16202;Kim Henkel;1994
500000000;Twentieth Century Fox Film Corporation;USA;Patrick Read Johnson;Adventure;166715050;Baby's Day Out;PG;34516;99;60;Lara Flynn Boyle;36625;John Hughes;1994
350000000;Capcom Entertainment;Japan;Steven E. de Souza;Action;334235210;Street Fighter;PG-13;34691;102;38;Jean-Claude Van Damme;56055;Steven E. de Souza;1994
200000000;Warner Bros.;USA;Duwayne Dunham;Comedy;192888210;Little Giants;PG;34621;107;63;Rick Moranis;21057;James Ferguson;1994
0;Twentieth Century Fox Film Corporation;USA;Michael Lehmann;Comedy;53700000;Airheads;PG-13;34551;92;61;Brendan Fraser;40298;Rich Wilkes;1994
0;PolyGram Filmed Entertainment;Australia;Stephan Elliott;Comedy;112206700;Las aventuras de Priscilla, reina del desierto;R;34556;104;75;Hugo Weaving;39500;Stephan Elliott;1994
50000000;WingNut Films;New Zealand;Peter Jackson;Biography;30491350;Criaturas celestiales;R;35881;99;74;Melanie Lynskey;52852;Fran Walsh;1994
80000000;New Line Cinema;USA;John Carpenter;Fantasy;89466000;In the Mouth of Madness;R;34733;95;72;Sam Neill;47554;Michael De Luca;1994
310000000;Egg Pictures;USA;Michael Apted;Drama;336838170;Nell;PG-13;34691;112;65;Jodie Foster;23973;Mark Handley;1994
450000000;Warner Bros.;USA;Joel Schumacher;Crime;921152110;The Client;PG-13;34535;119;67;Susan Sarandon;49609;John Grisham;1994
750000000;Donner/Shuler-Donner Productions;USA;Richard Donner;Action;1016312720;Maverick;PG;34474;127;70;Mel Gibson;88132;Roy Huggins;1994
220000000;Walt Disney Pictures;USA;John Pasquin;Comedy;1448333570;The Santa Clause;PG;34649;97;64;Tim Allen;71963;Leo Benvenuti;1994
0;Paramount Pictures;USA;William Friedkin;Drama;223550000;Blue Chips;PG-13;34383;108;61;Nick Nolte;10150;Ron Shelton;1994
0;Touchstone Pictures;France;Steve Miner;Comedy;254795580;My Father the Hero;PG;34369;90;54;Gérard Depardieu;9254;Gérard Lauzier;1994
0;Jet Tone Production;Hong Kong;Kar-Wai Wong;Crime;6002000;Chungking Express;PG-13;35132;102;81;Brigitte Lin;45500;Kar-Wai Wong;1994
450000000;Warner Bros.;Peru;Luis Llosa;Action;573625810;The Specialist;R;34614;110;55;Sylvester Stallone;53868;John Shirley;1994
0;Walt Disney Pictures;USA;Rupert Wainwright;Comedy;305779690;Blank Check;PG;34376;93;52;Brian Bonsall;15449;Blake Snyder;1994
400000000;Cinergi Pictures Entertainment;USA;Penny Marshall;Comedy;243323240;Renaissance Man;PG-13;34488;128;61;Danny DeVito;14657;Jim Burnstein;1994
270000000;Vegahom Europe;USA;Stephen Sommers;Adventure;443429560;El Libro de la Selva;PG;34698;111;60;Jason Scott Lee;14034;Rudyard Kipling;1994
30000000;CiBy 2000;Australia;P.J. Hogan;Comedy;151855940;La boda de Muriel;R;34789;106;72;Toni Collette;29720;P.J. Hogan;1994
240000000;Caravan Pictures;USA;William Dear;Comedy;502368310;Angels in the Outfield;PG;34530;102;61;Danny Glover;23966;Dorothy Kingsley;1994
550000000;Paramount Pictures;USA;John Landis;Action;426100000;Beverly Hills Cop III;R;34479;104;55;Eddie Murphy;64891;Danilo Bach;1994
310000000;Baltimore Pictures;USA;Robert Redford;Biography;248226190;Quiz Show;PG-13;34614;133;75;Ralph Fiennes;57114;Paul Attanasio;1994
550000000;Warner Bros.;USA;Barry Levinson;Drama;830150890;Disclosure;R;34677;128;60;Michael Douglas;39139;Michael Crichton;1994
0;Communicado Productions;New Zealand;Lee Tamahori;Crime;22011260;Somos guerreros;R;34761;102;79;Rena Owen;27093;Riwia Brown;1994
0;New Line Cinema;USA;Jessie Nelson;Comedy;201600000;Corrina, Corrina;PG;34572;115;65;Ray Liotta;10650;Jessie Nelson;1994
700000000;Columbia Pictures Corporation;USA;Mike Nichols;Drama;650120000;Wolf;R;34502;125;62;Jack Nicholson;46095;Jim Harrison;1994
300000000;Paramount Pictures;USA;Peter Segal;Comedy;511325980;Naked Gun 33 1/3: The Final Insult;PG-13;34411;83;65;Leslie Nielsen;82374;Pat Proft;1994
0;Twentieth Century Fox Film Corporation;USA;Jonathan Kaplan;Romance;152404350;Bad Girls;R;34446;99;51;Madeleine Stowe;10190;Albert S. Ruddy;1994
270000000;Twentieth Century Fox Film Corporation;USA;Pixote Hunt;Animation;136706880;The Pagemaster;G;34661;80;60;Macaulay Culkin;17391;David Kirschner;1994
300000000;PolyGram Filmed Entertainment;UK;Joel Coen;Comedy;28693690;The Hudsucker Proxy;PG;34404;111;73;Tim Robbins;68649;Ethan Coen;1994
400000000;Cinergi Pictures Entertainment;USA;Richard Rush;Mystery;197218140;Color of Night;R;34565;121;51;Bruce Willis;19835;Billy Ray;1994
450000000;Universal Pictures;USA;Curtis Hanson;Action;468157480;The River Wild;PG-13;34607;111;63;Meryl Streep;35146;Denis O'Neill;1994
80000000;Twentieth Century Fox Film Corporation;USA;Hart Bochner;Comedy;43507740;PCU;PG-13;34453;79;66;Jeremy Piven;10934;Adam Leff;1994
0;MK2 Productions;Switzerland;Krzysztof Kieslowski;Drama;40436860;Three Colors: Red;R;34661;99;81;Irène Jacob;69096;Krzysztof Kieslowski;1994
250000000;New Line Cinema;USA;Jeremy Leven;Comedy;221504510;Don Juan DeMarco;PG-13;34796;97;67;Johnny Depp;43444;Lord Byron;1994
0;Hollywood Pictures;USA;Jonathan Prince;Adventure;104716130;Camp Nowhere;PG;34572;96;59;Jonathan Jackson;7684;Andrew Kurtzman;1994
100000000;Golden Harvest Company;Hong Kong;Chia-Liang Liu;Action;115465430;The Legend of Drunken Master;R;36819;102;76;Jackie Chan;37144;Edward Tang;1994
600000000;Universal Pictures;USA;Ivan Reitman;Comedy;367633550;Junior;PG-13;34661;109;46;Arnold Schwarzenegger;56919;Kevin Wade;1994
270000000;Largo Entertainment;Canada;Peter Hyams;Action;448535810;Timecop: Policía del futuro;R;34593;99;58;Jean-Claude Van Damme;47553;Mark Verheiden;1994
0;TriStar Pictures;USA;Norman Jewison;Comedy;200420480;Only You;PG;34614;115;65;Marisa Tomei;16746;Diane Drake;1994
0;Imagine Films Entertainment;USA;Howard Zieff;Comedy;173597990;My Girl 2;PG;34376;99;52;Dan Aykroyd;15940;Laurice Elehwany;1994
200000000;Nest Family Entertainment;USA;Richard Rich;Animation;97716580;The Swan Princess;G;34656;100;64;Jack Palance;18972;Richard Rich;1994
0;Warner Bros.;USA;David S. Ward;Comedy;306261820;Major League II;PG;34423;105;55;Charlie Sheen;21665;David S. Ward;1994
35000000;New Line Cinema;USA;Jeff Pollack;Crime;160365340;Above the Rim;R;34416;96;66;Duane Martin;11508;Jeff Pollack;1994
0;Universal Pictures;USA;Roger Donaldson;Action;160960000;The Getaway;R;34376;115;57;Alec Baldwin;14913;Jim Thompson;1994
0;TriStar Pictures;USA;Andrew Bergman;Comedy;378003230;It Could Happen to You;PG;34544;101;63;Nicolas Cage;29594;Jane Anderson;1994
0;Icon Entertainment International;UK;Bernard Rose;Biography;99144090;Immortal Beloved;R;34726;121;75;Gary Oldman;20038;Bernard Rose;1994
180000000;Etalon Film;USA;Robert Altman;Comedy;113006530;Ready to Wear;R;34693;133;50;Sophia Loren;12985;Robert Altman;1994
25000000;Incorporated Television Company (ITC);UK;John Dahl;Crime;61384850;The Last Seduction;R;34633;110;71;Linda Fiorentino;17307;Steve Barancik;1994
0;Touchstone Pictures;USA;Luis Mandoki;Drama;500219590;When a Man Loves a Woman;R;34467;126;65;Meg Ryan;17718;Ronald Bass;1994
0;Alliance Entertainment;Canada;Atom Egoyan;Drama;41833790;Exótica;R;34782;103;72;Bruce Greenwood;15366;Atom Egoyan;1994
500000000;Seagal/Nasso Productions;USA;Steven Seagal;Action;385905000;On Deadly Ground;R;34383;101;44;Steven Seagal;19210;Ed Horowitz;1994
250000000;Savoy Pictures;USA;Garry Marshall;Comedy;68415700;Exit to Eden;R;34621;113;41;Dana Delany;5798;Anne Rice;1994
0;Motion Picture Corporation of America (MPCA);USA;Andrew Fleming;Comedy;148150000;Threesome;R;34432;89;62;Lara Flynn Boyle;11407;Andrew Fleming;1994
74000000;New Line Cinema;USA;Ernest R. Dickerson;Action;76900130;Surviving the Game;R;34439;96;61;Rutger Hauer;8846;Eric Bernt;1994
25000000;Channel Four Films;UK;Danny Boyle;Crime;28815080;Shallow Grave;R;34740;89;73;Kerry Fox;49100;John Hodge;1994
140000000;Universal Pictures;USA;Spike Lee;Comedy;136400000;Crooklyn;PG-13;34467;115;69;Alfre Woodard;6583;Cinqué Lee;1994
160000000;Heathrow Productions;USA;Tony Richardson;Drama;33594650;Blue Sky;PG-13;34593;101;64;Jessica Lange;5683;Rama Laurie Stagner;1994
120000000;Columbia Pictures Corporation;USA;Christopher Cain;Action;89147770;The Next Karate Kid;PG;34586;107;43;Pat Morita;20024;Robert Mark Kamen;1994
500000000;Metro-Goldwyn-Mayer (MGM);USA;Stephen Hopkins;Action;301550370;Blown Away;R;34516;121;62;Jeff Bridges;24421;John Rice;1994
0;Hollywood Pictures;USA;Stuart Orme;Horror;86380720;The Puppet Masters;R;34628;109;59;Donald Sutherland;7281;Robert A. Heinlein;1994
280000000;Don Bluth;Ireland;Don Bluth;Animation;113735010;Pulgarcita;G;34423;100;64;Jodi Benson;12483;Hans Christian Andersen;1994
0;Twentieth Century Fox Film Corporation;USA;Les Mayfield;Family;171938860;Miracle on 34th Street;PG;34656;114;64;Richard Attenborough;24126;Valentine Davies;1994
250000000;Universal Pictures;USA;Russell Mulcahy;Action;320552480;The Shadow;PG-13;34516;108;60;Alec Baldwin;19958;Walter B. Gibson;1994
0;Morgan Creek Productions;USA;Dennis Hopper;Comedy;15967000;Chasers;R;34446;102;50;Tom Berenger;4804;Joe Batteer;1994
0;Renn Productions;France;Patrice Chéreau;Biography;20173460;Queen Margot;R;34677;159;75;Isabelle Adjani;14377;Alexandre Dumas;1994
200000000;Miramax;USA;Woody Allen;Comedy;133837370;Bullets Over Broadway;R;34754;98;75;John Cusack;31237;Woody Allen;1994
0;Hollywood Pictures;USA;Daniel Petrie Jr.;Comedy;288647070;In the Army Now;PG;34558;91;48;Pauly Shore;10622;Steve Zacharias;1994
130000000;Savoy Pictures;USA;John Waters;Comedy;78813350;Serial Mom;R;34437;95;67;Kathleen Turner;22529;John Waters;1994
0;MK2 Productions;Switzerland;Krzysztof Kieslowski;Comedy;14646250;Three Colors: White;R;34495;91;77;Zbigniew Zamachowski;48877;Krzysztof Kieslowski;1994
0;Warner Bros.;USA;Caroline Thompson;Adventure;46303770;Black Beauty;G;34544;88;66;Sean Bean;7810;Anna Sewell;1994
0;Spring Creek Productions;USA;Alek Keshishian;Comedy;200432540;With Honors;PG-13;34453;103;67;Joe Pesci;11565;William Mastrosimone;1994
400000000;Castle Rock Entertainment;USA;Rob Reiner;Adventure;71384490;North;PG;34537;87;44;Elijah Wood;11852;Alan Zweibel;1994
200000000;Columbia Pictures Corporation;USA;Martin Campbell;Action;153400000;No Escape;R;34453;118;61;Ray Liotta;16576;Richard Herley;1994
0;Island World;USA;Jon Avnet;Drama;165513650;The War;PG-13;34642;126;67;Elijah Wood;10752;Kathy McWorter;1994
30000000;Cecchi Gori Group Tiger Cinematografica;Italy;Michael Radford;Biography;218489320;Il Postino;PG;35146;108;77;Massimo Troisi;27999;Antonio Skármeta;1994
200000000;Capella International;USA;Robert Benton;Comedy;394876860;Nobody's Fool;R;34712;110;74;Paul Newman;15759;Richard Russo;1994
0;Admire Productions Ltd.;Canada;John Flynn;Comedy;42645090;Brainscan;R;34446;96;61;Edward Furlong;8826;Brian Owens;1994
0;Samuel Goldwyn Company, The;UK;Nicholas Hytner;Biography;152389940;The Madness of King George;PG-13;34696;104;72;Nigel Hawthorne;12850;Alan Bennett;1994
0;Touchstone Pictures;USA;Adam Bernstein;Comedy;608220;It's Pat: The Movie;PG-13;34572;77;26;Julia Sweeney;8844;Julia Sweeney;1994
35000000;Lumière Pictures;USA;Boaz Yakin;Crime;80946160;Fresh;R;34579;114;76;Sean Nelson;10327;Boaz Yakin;1994
0;Paramount Pictures;USA;Richard Benjamin;Comedy;181376610;Milk Money;PG-13;34577;110;55;Melanie Griffith;9880;John Mattson;1994
0;Paramount Pictures;USA;George Miller;Adventure;168194650;Andre;PG;34563;100;57;Tina Majorino;5543;Harry Goodridge;1994
250000000;Beacon Communications;USA;Alan Parker;Comedy;65075140;The Road to Wellville;R;34635;118;58;Anthony Hopkins;10226;T. Coraghessan Boyle;1994
110000000;Touchstone Pictures;USA;Ted Demme;Comedy;114391930;The Ref;R;34404;96;69;Denis Leary;20548;Marie Weiss;1994
70000000;Jersey Films;USA;John G. Avildsen;Biography;196040000;8 Seconds;PG-13;34390;105;65;Luke Perry;4037;Monte Merrick;1994
0;Ang Lee Productions;Taiwan;Ang Lee;Comedy;72944030;Eat Drink Man Woman;UNRATED;34549;124;78;Sihung Lung;14947;Ang Lee;1994
0;Capitol Films;USA;Adam Rifkin;Action;80093290;The Chase;PG-13;34397;100;58;Charlie Sheen;15239;Adam Rifkin;1994
62000000;Warner Bros.;USA;Alan Metter;Comedy;1262470;Police Academy: Mission to Moscow;PG;34572;83;33;G.W. Bailey;26638;Neal Israel;1994
100000000;Caravan Pictures;USA;Keenen Ivory Wayans;Action;293924180;A Low Down Dirty Shame;R;34661;100;59;Keenen Ivory Wayans;4331;Keenen Ivory Wayans;1994
78500000;Greenleaf Productions;USA;James Yukich;Action;23413090;Double Dragon;PG-13;34642;96;37;Robert Patrick;9200;Paul Dini;1994
2000000;Buckeye Films;USA;David O. Russell;Comedy;13597360;Spanking the Monkey;UNRATED;34530;100;63;Jeremy Davies;5363;David O. Russell;1994
120000000;Fine Line Features;UK;Roman Polanski;Drama;21040000;Death and the Maiden;R;34726;103;73;Sigourney Weaver;18786;Ariel Dorfman;1994
0;Aleph Producciones S.A.;Argentina;Betty Kaplan;Drama;197100;De amor y de sombras;R;35195;100;51;Antonio Banderas;1592;Isabel Allende;1994
400000000;Castle Rock Entertainment;USA;Paul Weiland;Comedy;436221500;City Slickers II: The Legend of Curly's Gold;PG-13;34495;116;55;Billy Crystal;15982;Lowell Ganz;1994
250000000;Paramount Pictures;USA;Fred Schepisi;Comedy;263726630;I.Q.;PG;34693;100;62;Tim Robbins;20930;Andy Breckman;1994
190000000;Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST);USA;Paul Flaherty;Comedy;74116590;Clifford;PG;34425;90;53;Martin Short;5807;William Porter;1994
0;Don Bluth;Ireland;Don Bluth;Animation;713680;A Troll in Central Park;G;34614;76;54;Dom DeLuise;4914;Stu Krieger;1994
350000000;Imagine Entertainment;USA;Gregg Champion;Action;202771850;The Cowboy Way;PG-13;34488;102;58;Woody Harrelson;6634;Robert C. Thompson;1994
0;Imagine Entertainment;USA;Jonathan Lynn;Comedy;131459770;Greedy;PG-13;34397;113;62;Michael J. Fox;11022;Lowell Ganz;1994
0;Castle Rock Entertainment;USA;Andrew Scheinman;Comedy;122110680;Little Big League;PG;34514;119;61;Luke Edwards;8249;Gregory K. Pincus;1994
200000000;Ben-Ami/Leeds Productions;USA;Charles T. Kanganis;Family;117840000;3 Ninjas Kick Back;PG;34460;93;44;Victor Wong;7189;Sang-ok Shin;1994
150000000;TriStar Pictures;USA;Nora Ephron;Comedy;67982400;Mixed Nuts;PG-13;34689;97;54;Steve Martin;8563;Nora Ephron;1994
7000000;Cineville;USA;George Huang;Comedy;3769280;Swimming with Sharks;R;34810;93;71;Kevin Spacey;20003;George Huang;1994
450000000;Paramount Pictures;USA;John Badham;Action;287203800;Drop Zone;R;34677;101;56;Wesley Snipes;16774;Tony Griffin;1994
50000000;21st Century Film Corporation;USA;Allan A. Goldstein;Action;17023940;Death Wish V: The Face of Death;R;34348;95;47;Charles Bronson;5329;Brian Garfield;1994
70000000;Jackson/McHenry Company,The;USA;Doug McHenry;Crime;208515210;Jason's Lyric;R;34605;120;66;Allen Payne;2838;Bobby Smith Jr.;1994
450000000;Paramount Pictures;USA;Mark Rydell;Drama;209288920;Intersection;R;34355;98;52;Richard Gere;6432;David Rayfiel;1994
0;New Line Cinema;Japan;Franco Amurri;Adventure;163445200;Mi adorable delincuente;PG;34411;96;53;Thora Birch;5382;Franco Amurri;1994
0;Walt Disney Pictures;USA;Charles Haid;Adventure;210063610;Iron Will;PG;34348;108;65;Mackenzie Astin;6113;John Michael Hayes;1994
40000000;Audifilm;Italy;Michele Soavi;Comedy;2539690;Cemetery Man;R;35181;105;73;Rupert Everett;17110;Gianni Romoli;1994
0;Lightning Ridge;USA;Simon Wincer;Comedy;168212730;Lightning Jack;PG-13;34404;98;54;Paul Hogan;5541;Paul Hogan;1994
500000000;Hollywood Pictures;USA;Deran Sarafian;Action;164789000;Terminal Velocity;PG-13;34600;102;54;Charlie Sheen;11352;David Twohy;1994
260000000;Fallingcloud;Canada;Andrew Morahan;Action;138297340;Highlander: The Final Dimension;PG-13;34726;99;43;Christopher Lambert;17307;Gregory Widen;1994
19000000;Aim;Republic of Macedonia;Milcho Manchevski;Drama;7638470;Before the Rain;NOT RATED;34754;113;81;Katrin Cartlidge;11967;Milcho Manchevski;1994
0;ERA International;China;Yimou Zhang;Drama;23327280;To Live;NOT RATED;34684;133;83;You Ge;12705;Wei Lu;1994
60000000;Universal Pictures;USA;Ron Howard;Comedy;388243410;The Paper;R;34418;112;66;Michael Keaton;11123;David Koepp;1994
0;Touchstone Pictures;USA;Adam Resnick;Adventure;36624590;Cabin Boy;PG-13;34341;80;51;Chris Elliott;7171;Chris Elliott;1994
0;August Entertainment;USA;Rory Kelly;Comedy;1614100;Sleep with Me;R;34640;86;57;Craig Sheffer;2233;Duane Dell'Amico;1994
28000000;Caméra One;Russia;Nikita Mikhalkov;Drama;26165030;Burnt by the Sun;R;34810;135;80;Nikita Mikhalkov;11998;Rustam Ibragimbekov;1994
0;British Screen Productions;UK;Nancy Meckler;Drama;2178810;Sister My Sister;R;34894;100;69;Julie Walters;2712;Wendy Kesselman;1994
600000000;Mulholland Productions;USA;Glenn Gordon Caron;Comedy;182502110;Love Affair;PG-13;34628;108;59;Warren Beatty;3922;Mildred Cram;1994
0;Columbia Pictures Corporation;USA;Darnell Martin;Comedy;17770200;I Like It Like That;R;34621;104;68;Luna Lauren Velez;1290;Darnell Martin;1994
300000000;Metro-Goldwyn-Mayer (MGM);USA;Howard Deutch;Comedy;184381640;Getting Even with Dad;PG;34502;109;46;Macaulay Culkin;6383;Tom S. Parker;1994
0;Carolco Pictures;USA;Peter Markle;Adventure;43589400;Wagons East;PG-13;34572;107;47;John Candy;4191;Matthew Carlson;1994
450000000;Caravan Pictures;USA;Charles Shyer;Action;308061940;I Love Trouble;PG;34514;123;52;Nick Nolte;10145;Nancy Meyers;1994
0;Hudlin Brothers, The;USA;Eric Meza;Comedy;192812350;House Party 3;R;34346;100;41;Christopher Reid;2684;Reginald Hudlin;1994
20000000;Planet Productions;USA;Rodman Flender;Comedy;22606220;Leprechaun 2;R;34432;85;44;Warwick Davis;6778;Mark Jones;1994
0;Columbia Pictures Corporation;USA;Mike Binder;Comedy;78922080;Blankman;PG-13;34565;92;48;Damon Wayans;7048;Damon Wayans;1994
0;Entertainment Film Distributors;UK;Stephen Norrington;Action;14227490;Death Machine;R;34845;99;57;Brad Dourif;3032;Stephen Norrington;1994
0;British Broadcasting Corporation (BBC);UK;Antonia Bird;Drama;41769320;Priest;R;34782;105;71;Linus Roache;8634;Jimmy McGovern;1994
0;First Look International;USA;Tia Brelis;Comedy;3191230;Trading Mom;PG;34467;100;55;Sissy Spacek;1451;Nancy Brelis;1994
0;Channel Four Films;UK;Iain Softley;Biography;23925990;Backbeat;R;34439;100;67;Stephen Dorff;5047;Iain Softley;1994
0;Jet Tone Production;Hong Kong;Kar-Wai Wong;Action;1735260;Ashes of Time;R;34594;100;72;Brigitte Lin;10951;Louis Cha;1994
0;Santo Domingo Film & Music Video;USA;Michael Ritchie;Comedy;26671630;The Scout;PG-13;34607;101;53;Albert Brooks;5255;Roger Angell;1994
30000000;Jones Entertainment Group;USA;John Sayles;Drama;61016000;The Secret of Roan Inish;PG;34733;103;75;Jeni Courtney;6305;Rosalie K. Fry;1994
0;TriStar Pictures;USA;Michael Ritchie;Comedy;113840380;Cops and Robbersons;PG;34439;93;50;Chevy Chase;5507;Bernie Somers;1994
70000000;Fine Line Features;USA;Alan Rudolph;Biography;21446670;Mrs. Parker and the Vicious Circle;R;34661;125;64;Jennifer Jason Leigh;3789;Alan Rudolph;1994
0;Enigma Productions;UK;John Roberts;Adventure;127120;War of the Buttons;PG;34971;94;75;Gregg Fitzgerald;3452;Louis Pergaud;1994
200000000;Channel Films;USA;Hugh Wilson;Comedy;270534980;Guarding Tess;PG-13;34404;96;62;Shirley MacLaine;13526;Hugh Wilson;1994
150000000;Tig Productions;USA;John Bailey;Crime;30384990;China Moon;R;34397;99;62;Ed Harris;4508;Roy Carlson;1994
300000000;Warner Bros.;UK;Bill Forsyth;Comedy;15193660;Being Human;PG-13;34460;122;54;Robin Williams;3439;Bill Forsyth;1994
0;Cecchi Gori Group Tiger Cinematografica;Italy;Giuseppe Tornatore;Crime;2024580;A Pure Formality;PG-13;34845;108;78;Gérard Depardieu;7749;Giuseppe Tornatore;1994
170800000;Hollywood Pictures;USA;Paul Michael Glaser;Comedy;210115000;The Air Up There;PG;34341;107;55;Kevin Bacon;7663;Max Apple;1994
200000000;Majestic Films International;USA;Kevin Reynolds;Action;3050700;Rapa Nui;R;34586;107;64;Jason Scott Lee;4075;Kevin Reynolds;1994
0;Permut Presentations;USA;George Gallo;Adventure;57779160;Trapped in Paradise;PG-13;34670;111;59;Nicolas Cage;10599;George Gallo;1994
23000000;Fine Line Features;USA;James Gray;Crime;10958850;Little Odessa;R;34838;98;68;Tim Roth;6076;James Gray;1994
130000000;Nelson Entertainment;USA;Donald Petrie;Comedy;31340810;The Favor;R;34453;97;53;Harley Jane Kozak;2201;Sara Parriott;1994
0;Polygram Filmed Entertainment;USA;Jefery Levy;Comedy;636490;S.F.W.;R;34719;96;59;Stephen Dorff;4242;Andrew Wellman;1994
0;Forge;USA;Ron Underwood;Comedy;206645010;Speechless;PG-13;34684;99;57;Michael Keaton;4298;Robert King;1994
0;Alcor Films;USA;Ron Shelton;Biography;10075830;Cobb;R;34670;128;65;Tommy Lee Jones;6227;Al Stump;1994
150000000;Metro-Goldwyn-Mayer (MGM);USA;Bob Clark;Comedy;709360;It Runs in the Family;PG;34600;85;57;Charles Grodin;1234;Jean Shepherd;1994
